,Racist tokens
7470,produc
7471,anyth
7472,muslim
7473,delus
7474,produc
7475,algebra
7476,mani
7477,other
7478,beat
7479,http
7480,yeah
7481,could
7482,use
7483,camel
7484,transport
7485,abus
7486,rape
7487,women
7488,own
7489,slave
7490,grovel
7491,terrorist
7492,god
7493,pay
7494,jizya
7495,fun
7496,win
7497,%
7498,nobel
7499,prize
7500,creat
7501,technolog
7502,muslim
7503,use
7504,stupid
7505,invent
7506,democraci
7507,mean
7508,peopl
7509,get
7510,elect
7511,leader
7512,islam
7513,mean
7514,rule
7515,freak
7516,god
7517,lol
7518,look
7519,towel
7520,wrap
7521,around
7522,head
7523,pretti
7524,freaki
7525,moham
7526,militari
7527,expedit
7528,offens
7529,moham
7530,alway
7531,lie
7532,say
7533,attack
7534,other
7535,plan
7536,attack
7537,suppos
7538,believ
7539,muslim
7540,defend
7541,way
7542,europ
7543,india
7544,quran
7545,hadith
7546,make
7547,clear
7548,islam
7549,imperialist
7550,http
7551,gave
7552,proof
7553,quran
7554,hadith
7555,lie
7556,quran
7557,histori
7558,book
7559,instruct
7560,man
7561,time
7562,gave
7563,mani
7564,wive
7565,want
7566,satisfi
7567,prick
7568,zero
7569,lie
7570,western
7571,creat
7572,come
7573,own
7574,quran
7575,hadith
7576,lie
7577,western
7578,creat
7579,?
7580,http
7581,wrong
7582,moham
7583,liar
7584,rapist
7585,murder
7586,slave
7587,trader
7588,caravan
7589,robber
7590,sexist
7591,biggot
7592,islam
7593,decis
7594,hatefil
7595,backward
7596,thing
7597,ever
7598,happen
7599,mankind
7600,everi
7601,day
7602,get
7603,result
7604,hatr
7605,bred
7606,islam
7607,http
7608,everi
7609,day
7610,see
7611,muslim
7612,hate
7613,freedom
7614,democraci
7615,justic
7616,http
7617,mankind
7618,must
7619,outlaw
7620,islam
7621,never
7622,stop
7623,hatr
7624,http
7625,n't
7626,misinterpret
7627,muslim
7628,extremist
7629,http
7630,everi
7631,jew
7632,like
7633,thousand
7634,muslim
7635,like
7636,count
7637,corps
7638,see
7639,islam
7640,extrem
7641,widespread.jewish
7642,muslim
7643,rape
7644,enslav
7645,ezidi
7646,women
7647,noth
7648,give
7649,?
7650,``
7651,god
7652,great
7653,?
7654,burn
7655,cage
7656,?
7657,compar
7658,few
7659,thousand
7660,jewish
7661,extremist
7662,few
7663,million
7664,muslim
7665,extremist
7666,muslim
7667,impoverish
7668,christian
7669,move
7670,past
7671,barbar
7672,islam
7673,keep
7674,return
7675,ye
7676,unlik
7677,gulf
7678,muslim
7679,countri
7680,still
7681,behead
7682,wo
7683,n't
7684,let
7685,women
7686,drive
7687,sinc
7688,muslim
7689,sworn
7690,extermin
7691,n't
7692,west
7693,kill
7694,guy
7695,kill
7696,million
7697,jew
7698,muslim
7699,world
7700,hitler
7701,hero
7702,japan
7703,origin
7704,aggressor
7705,excus
7706,continu
7707,barbar
7708,islam
7709,muslim
7710,murder
7711,million
7712,african
7713,http
7714,ye
7715,muslim
7716,murder
7717,million
7718,indian
7719,muslim
7720,sold
7721,slave
7722,moham
7723,own
7724,slave
7725,quran
7726,support
7727,slaveri
7728,ye
7729,even
7730,rape
7731,muslim
7732,countri
7733,report
7734,rape
7735,woman
7736,n't
7737,four
7738,wit
7739,be
7740,punish
7741,islam
7742,ye
7743,jew
7744,tire
7745,murder
7746,muslim
7747,?
7748,psychopath
7749,burri
7750,children
7751,aliv
7752,u
7753,stop
7754,preach
7755,religion
7756,n
7757,focu
7758,like
7759,http
7760,//t.c
7761,?
7762,rotherham
7763,rape
7764,scandal
7765,destroy
7766,privileg
7767,myth
7768,-
7769,youtub
7770,http
7771,top
7772,ten
7773,qur'an
7774,vers
7775,understand
7776,n't
7777,toler
7778,equal
7779,islam
7780,jihad
7781,ht
7782,protest
7783,caoon
7784,silenc
7785,child
7786,rape
7787,paedophil
7788,?
7789,http
7790,labour
7791,councillor
7792,rotherham
7793,left
7794,vulner
7795,girl
7796,hand
7797,known
7798,paedo
7799,noth
7800,fear
7801,racist
7802,angri
7803,cartoon
7804,behead
7805,peopl
7806,burnt
7807,aliv
7808,austrian
7809,say
7810,islam
7811,not
7812,belong
7813,nation
7814,poll
7815,http
7816,rotherham
7817,whistleblow
7818,right
7819,.lefti
7820,polic
7821,labour
7822,council
7823,protect
7824,muslim
7825,rapists.http
7826,/
7827,nick
7828,griffin
7829,expos
7830,rape
7831,jihad
7832,way
7833,back
7834,bbc
7835,conspir
7836,imprison
7837,him.http
7838,right
7839,side
7840,muslim
7841,issu
7842,wrong
7843,side
7844,ukrain
7845,issu
7846,labor
7847,islam
7848,work
7849,togeth
7850,rotherham
7851,abus
7852,victim
7853,rape
7854,week
7855,everi
7856,week
7857,http
7858,//
7859,pretend
7860,be
7861,hate
7862,muslim
7863,mean
7864,liar
7865,http
7866,cheikh
7867,ould
7868,m?kheitir
7869,sentenc
7870,death
7871,?apostasy?
7872,http
7873,h
7874,way
7875,say
7876,approv
7877,muslim
7878,men
7879,rape
7880,children
7881,scumbag
7882,?
7883,ignor
7884,problem
7885,creat
7886,distract
7887,?
7888,piec
7889,shit
7890,like
7891,everyth
7892,power
7893,extermin
7894,white
7895,peopl
7896,labor
7897,tell
7898,rape
7899,girl
7900,go
7901,home
7902,not
7903,bother
7904,filthi
7905,anim
7906,muslim
7907,rape
7908,white
7909,girl
7910,labor
7911,approv
7912,year
7913,ukip
7914,got
7915,asshol
7916,continu
7917,victim
7918,girl
7919,tri
7920,creat
7921,distract
7922,let
7923,rapist
7924,go
7925,free
7926,new
7927,blow
7928,burn
7929,peopl
7930,new
7931,trend
7932,start
7933,next
7934,?
7935,castrat
7936,enemi
7937,air
7938,welcom
7939,hotel
7940,islamfornia
7941,may
7942,check
7943,time
7944,never
7945,leav
7946,http
7947,http
7948,//
7949,good
7950,labour
7951,tori
7952,encourag
7953,immigr
7954,enrich
7955,us
7956,make
7957,uk
7958,better
7959,freer
7960,nicer
7961,place
7962,http
7963,//t.co/
7964,come
7965,back
7966,chat
7967,get
7968,brain
7969,inmat
7970,aushwitz
7971,n't
7972,fire
7973,rocket
7974,anyon
7975,muslim
7976,love
7977,nazi
7978,fail
7979,not
7980,illiter
7981,babi
7982,rapist
7983,like
7984,prophet
7985,whera
7986,islam
7987,simpli
7988,declar
7989,war
7990,human
7991,year
7992,ago
7993,never
7994,stop
7995,time
7996,return
7997,favor
7998,peac
7999,?
8000,idiot
8001,islam
8002,declar
8003,war
8004,human
8005,year
8006,ago
8007,blab
8008,peac
8009,time
8010,extermin
8011,islam
8012,muslim
8013,holiday
8014,?honored?
8015,conn.
8016,school
8017,district
8018,includ
8019,anim
8020,sacrific
8021,behead
8022,http
8023,ht
8024,human
8025,struggl
8026,hundr
8027,year
8028,rid
8029,blight
8030,slaveri
8031,leav
8032,filth
8033,bring
8034,right
8035,back
8036,one
8037,putin
8038,paid
8039,internet
8040,propaganda
8041,troll
8042,block
8043,hope
8044,good
8045,clean
8046,blood
8047,cut
8048,head
8049,street
8050,kayla
8051,mueller
8052,tri
8053,help
8054,islamist
8055,humanitarian
8056,aid
8057,show
8058,much
8059,appreci
8060,imprison
8061,her
8062,begun
8063,recruit
8064,moroccan
8065,prostitut
8066,it
8067,milit
8068,syria
8069,lure
8070,promis
8071,money
8072,isi
8073,tri
8074,stop
8075,peopl
8076,flee
8077,talabyad
8078,(
8079,gre
8080,spi
8081,)
8082,lie
8083,tht
8084,thi
8085,captur
8086,rocket
8087,voic
8088,hit
8089,near
8090,tv
8091,host
8092,nobodi
8093,dare
8094,admit
8095,isi
8096,crime
8097,base
8098,islam
8099,sourc
8100,http
8101,egypt
8102,honest
8103,hope
8104,follow
8105,slave
8106,trader
8107,pedophil
8108,prophet
8109,moham
8110,not
8111,arm
8112,ezidi
8113,around
8114,daesh
8115,began
8116,slaughter
8117,enslav
8118,cri
8119,?
8120,filthi
8121,daesh
8122,set
8123,i
8124,baghdad
8125,n't
8126,care
8127,none
8128,victim
8129,armed.y
8130,'re
8131,hypocrit
8132,ye
8133,moham
8134,call
8135,black
8136,``
8137,rasin
8138,head
8139,kind
8140,thing
8141,prophet
8142,moham
8143,care
8144,scumbag
8145,?
8146,murder
8147,enslav
8148,unarm
8149,ezidi
8150,christian
8151,civilian
8152,nice
8153,isi
8154,get
8155,togeth
8156,one
8157,place
8158,take
8159,trash
8160,entir
8161,unarm
8162,innoc
8163,ezidi
8164,famili
8165,slaughter
8166,enslav
8167,isi
8168,shut
8169,hypocrit
8170,poor
8171,kid
8172,want
8173,grow
8174,behead
8175,kuffir
8176,feel
8177,bad
8178,him.at
8179,isi
8180,would
8181,sent
8182,kill
8183,ye
8184,sit
8185,butt
8186,let
8187,murder
8188,enslav
8189,ezidi
8190,christian
8191,...
8192,west
8193,front
8194,forc
8195,liber
8196,villag
8197,``
8198,qartl
8199,``
8200,km
8201,tell-abyad
8202,citi
8203,be
8204,same
8205,evil
8206,tentacl
8207,alreadi
8208,differ
8209,uniform
8210,muslim
8211,abus
8212,murder
8213,minor
8214,religion
8215,continu
8216,muslim
8217,major
8218,countri
8219,http
8220,terrorist
8221,follow
8222,islam
8223,exactli
8224,defin
8225,quran
8226,hadith
8227,islam
8228,terrorist
8229,group
8230,well-written
8231,worth
8232,read
8233,daili
8234,life
8235,mosul
8236,today
8237,``
8238,caliphat
8239,?
8240,http
8241,via
8242,fair
8243,religion
8244,extremist
8245,most
8246,follow
8247,subscrib
8248,religion
8249,invok
8250,obama
8251,*moderate*
8252,pal
8253,syrian
8254,rebel
8255,sharia
8256,enforc
8257,storm
8258,wed
8259,parti
8260,arrest
8261,listen
8262,music
8263,http
8264,court
8265,hear
8266,case
8267,design
8268,state
8269,sponsor
8270,terror
8271,http
8272,http
8273,think
8274,prophet
8275,call
8276,black
8277,``
8278,rasin
8279,head
8280,?
8281,race
8282,muslim
8283,exactli
8284,race
8285,stupid
8286,blind
8287,violent
8288,?
8289,execut
8290,?
8291,one
8292,tenth
8293,day
8294,worth
8295,islam
8296,correct
8297,isi
8298,scum
8299,murder
8300,unarm
8301,ezidi
8302,civilian
8303,cold
8304,blood
8305,expect
8306,peopl
8307,buy
8308,victimhood
8309,?
8310,anim
8311,want
8312,return
8313,imposit
8314,slaveri
8315,definit
8316,uncivil
8317,scum
8318,first
8319,crusad
8320,muslim
8321,microbrain
8322,year
8323,european
8324,head
8325,other
8326,direct
8327,obvious
8328,n't
8329,bother
8330,read
8331,bandera
8332,remain
8333,stupid
8334,n't
8335,seen
8336,much
8337,idiot
8338,incoher
8339,babbl
8340,clich
8341,second
8342,hand
8343,propaganda
8344,long
8345,time
8346,block
8347,still
8348,prefer
8349,outlaw
8350,islam
8351,global
8352,not
8353,kill
8354,muslim
8355,certainli
8356,extermin
8357,terrorist
8358,jihadi
8359,group
8360,christian
8361,pastor
8362,sentenc
8363,death
8364,behead
8365,http
8366,oh
8367,good
8368,get
8369,behind
8370,civilian
8371,peshmerga
8372,kill
8373,even
8374,muslim
8375,n't
8376,want
8377,live
8378,dictatorship
8379,everybodi
8380,live
8381,isi
8382,land
8383,hate
8384,disadvantag
8385,follow
8386,religion
8387,uneduc
8388,moron
8389,reli
8390,kufir
8391,everyth
8392,saw
8393,cantli
8394,video
8395,koban
8396,entir
8397,taken
8398,daesh
8399,mop
8400,left
8401,still
8402,laugh
8403,daesh
8404,murder
8405,three
8406,thousand
8407,unarm
8408,ezidi
8409,civilian
8410,cold
8411,blood
8412,enslav
8413,women
8414,want
8415,sympathi
8416,idiot
8417,?
8418,look
8419,like
8420,slum
8421,peopl
8422,forc
8423,go
8424,mosqu
8425,gun
8426,point
8427,daesh
8428,creat
8429,hundr
8430,thousand
8431,atheist
8432,say
8433,immers
8434,kufiri
8435,invent
8436,built
8437,devic
8438,bad
8439,caliph
8440,too
8441,stupid
8442,creat
8443,own
8444,twitter
8445,madrassa
8446,produc
8447,moron
8448,complet
8449,lie
8450,murder
8451,unarm
8452,ezidi
8453,civilian
8454,done
8455,noth
8456,enslav
8457,women
8458,next
8459,step
8460,warfar
8461,ground
8462,drone
8463,robot
8464,walk
8465,jihadi
8466,blow
8467,brain
8468,ground
8469,drone
8470,be
8471,bullet
8472,proof
8473,carri
8474,small
8475,rocket
8476,intercept
8477,rpg
8478,phoni
8479,allah
8480,worship
8481,madrassa
8482,rat
8483,die
8484,hand
8485,control
8486,thousand
8487,mile
8488,away
8489,end
8490,result
8491,jihadi
8492,will
8493,be
8494,turn
8495,piec
8496,outdat
8497,garbag
8498,zero
8499,real
8500,world
8501,valu
8502,scum
8503,bag
8504,islamist
8505,evacu
8506,all
8507,christian
8508,ezidi
8509,civilian
8510,home
8511,mosul
8512,raqqa
8513,sinjar
8514,ezidi
8515,children
8516,murder
8517,muslim
8518,?
8519,would
8520,be
8521,right
8522,quran
8523,hadith
8524,clearli
8525,declar
8526,war
8527,all
8528,mankind
8529,year
8530,ago
8531,n't
8532,be
8533,an
8534,idiot
8535,muslim
8536,terrorist
8537,organ
8538,other
8539,religion
8540,anyth
8541,close
8542,do
8543,n't
8544,be
8545,an
8546,idiot
8547,quran
8548,hadith
8549,declar
8550,war
8551,all
8552,mankind
8553,year
8554,ago
8555,time
8556,mankind
8557,declar
8558,war
8559,follow
8560,pedophil
8561,prophet
8562,tri
8563,be
8564,funni
8565,world
8566,will
8567,outlaw
8568,islam
8569,soon
8570,blow
8571,one
8572,murder
8573,islamist
8574,use
8575,dead
8576,kid
8577,religi
8578,object
8579,come
8580,scum
8581,bag
8582,practic
8583,religi
8584,bigotri
8585,http
8586,learn
8587,logic
8588,madrassa
8589,?
8590,madrassa
8591,math
8592,daesh
8593,threw
8594,manpow
8595,koban
8596,far
8597,disproport
8598,size
8599,paint
8600,other
8601,inhuman
8602,exactli
8603,quran
8604,non-believ
8605,do
8606,n't
8607,complain
8608,bigotri
8609,practic
8610,religion
8611,bigotri
8612,http
8613,islam
8614,pile
8615,hatr
8616,murder
8617,bigotri
8618,sexism
8619,islam
8620,filth
8621,divid
8622,destroy
8623,mankind
8624,behead
8625,?
8626,book
8627,http
8628,http
8629,australia
8630,lebanes
8631,muslim
8632,husband
8633,-year-old
8634,pregnant
8635,wife
8636,arrest
8637,sexual
8638,abus
8639,http
8640,http
8641,islam
8642,immigr
8643,alreadi
8644,lead
8645,violent
8646,intimid
8647,http
8648,thank
8649,show
8650,black
8651,biggest
8652,racist
8653,block
8654,wake
8655,tomorrow
8656,will
8657,find
8658,daesh
8659,report
8660,real
8661,virgin
8662,pig
8663,allah
8664,scew
8665,plan
8666,koban
8667,free
8668,citizen
8669,koban
8670,rebuild
8671,http
8672,sharia
8673,law
8674,far
8675,evil
8676,outlaw
8677,few
8678,vice
8679,http
8680,teach
8681,discrimin
8682,impli
8683,via
8684,link
8685,critiqu
8686,islam
8687,like
8688,homophob
8689,http
8690,/
8691,point
8692,time
8693,america
8694,thought
8695,islam
8696,normal
8697,religion
8698,we
8699,know
8700,piec
8701,filthi
8702,imperi
8703,sinc
8704,muslim
8705,do
8706,n't
8707,speak
8708,terrorist
8709,we
8710,?
8711,http
8712,correct
8713,islam
8714,permiss
8715,rape
8716,salv
8717,girl
8718,%
8719,ass
8720,least
8721,half
8722,murder
8723,lunat
8724,http
8725,exactli
8726,isi
8727,follow
8728,quran
8729,hadith
8730,letter
8731,anoth
8732,one
8733,common
8734,lie
8735,all
8736,muslim
8737,tell
8738,western
8739,http
8740,four
8741,translat
8742,quran
8743,a
8744,murder
8745,hate
8746,monger
8747,piec
8748,filth
8749,muslim
8750,kill
8751,time
8752,mani
8753,innoc
8754,non
8755,muslim
8756,everi
8757,day
8758,do
8759,n't
8760,care
8761,kiddi
8762,stuff
8763,compar
8764,muslim
8765,do
8766,everi
8767,day
8768,http
8769,jew
8770,tri
8771,defend
8772,muslim
8773,tri
8774,extermin
8775,http
8776,islam
8777,murder
8778,million
8779,citizen
8780,earth
8781,scum
8782,shout
8783,allahu
8784,akbar
8785,http
8786,cours
8787,islam
8788,a
8789,religion
8790,murder
8791,other
8792,muslim
8793,rifl
8794,rang
8795,isi
8796,never
8797,attack
8798,muslim
8799,like
8800,ezidi
8801,kill
8802,``
8803,non
8804,believ
8805,all
8806,land
8807,islam
8808,hold
8809,came
8810,war
8811,murder
8812,us
8813,not
8814,occupi
8815,a
8816,singl
8817,countri
8818,anywher
8819,a
8820,muslim
8821,actual
8822,read
8823,quran
8824,be
8825,a
8826,total
8827,liar
8828,not
8829,nearli
8830,extent
8831,went
8832,insan
8833,a
8834,moham
8835,cartoon
8836,stop
8837,``
8838,one
8839,muslim
8840,nonsens
8841,look
8842,muslim
8843,tell
8844,pollster
8845,http
8846,differ
8847,islam
8848,a
8849,requir
8850,jihad
8851,larg
8852,terrorist
8853,orgs.
8854,declar
8855,war
8856,world
8857,world
8858,noth
8859,islam
8860,produc
8861,terrorist
8862,activ
8863,year
8864,everi
8865,religion
8866,non
8867,religion
8868,planet
8869,war
8870,islam
8871,everi
8872,border
8873,a
8874,muslim
8875,state
8876,a
8877,bloodi
8878,border
8879,ye
8880,western
8881,world
8882,unawar
8883,layer
8884,islamolunat
8885,live
8886,thumb
8887,dictat
8888,meant
8889,onc
8890,dictat
8891,gone
8892,islamolunat
8893,would
8894,tri
8895,disrupt
8896,democraci
8897,violenc
